tiles {
109,108,108,108,108,108,108,108,108,108,108,108,110,141,141,141,141,141,141,141,141,131,132,133,141,141,185,186,186,186,186,186,186,186,186,186,186,186,186,188,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
222,103,99,99,99,99,99,99,99,99,99,102,107,141,141,141,141,141,141,141,141,134,135,136,141,141,189,190,190,190,190,190,190,190,190,190,190,190,190,191,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
106,98,97,97,97,97,97,97,97,97,97,100,107,141,141,141,141,141,76,233,234,235,236,237,238,239,225,196,196,196,196,196,193,194,195,196,196,196,196,240,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
222,98,97,97,97,97,97,97,97,97,97,100,107,141,141,141,141,141,141,141,141,141,141,141,141,141,226,196,196,196,196,196,198,199,200,196,196,196,196,240,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
106,98,97,97,97,97,97,97,97,97,97,100,107,141,141,141,141,141,141,141,141,141,141,141,141,141,201,202,202,202,202,207,196,196,157,202,202,202,202,209,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
222,98,97,97,97,97,97,97,97,97,97,100,107,141,141,141,141,141,141,141,141,141,141,141,141,141,203,205,205,205,205,208,196,196,203,205,205,205,205,208,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
106,126,127,127,127,128,97,97,97,97,124,125,107,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,118,119,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
222,98,97,97,97,97,97,97,97,97,97,100,74,38,38,38,38,38,38,38,38,2,2,2,2,2,2,2,2,2,2,2,118,119,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
106,98,97,97,97,97,97,97,97,97,97,100,74,38,38,38,38,38,38,38,38,2,2,2,2,2,2,2,2,2,2,2,118,119,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
222,126,127,127,127,128,97,97,97,97,124,125,107,2,2,2,2,2,2,38,38,2,2,2,2,2,2,2,2,2,21,21,117,120,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
106,98,97,97,97,97,97,97,97,97,97,100,107,2,2,2,2,2,2,38,38,2,2,2,2,2,2,2,23,24,25,26,27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
222,98,97,97,97,97,97,97,97,97,97,100,107,2,2,2,2,2,2,38,38,2,2,2,2,2,2,2,28,29,30,31,32,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
106,98,97,97,97,97,97,97,97,97,97,100,107,2,2,2,2,2,2,38,38,2,2,2,2,2,2,2,33,34,35,36,37,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
222,98,97,97,97,97,97,97,97,97,97,100,107,2,2,2,2,2,2,38,38,2,2,2,2,2,2,2,2,2,21,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
106,104,101,101,101,101,101,101,101,101,101,105,107,2,2,2,2,2,2,38,38,2,2,2,2,2,2,2,2,2,22,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
112,115,115,115,115,115,115,115,115,115,115,115,111,2,2,2,2,2,2,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,18,2,2,2,2,2,2,2,2,2,2,76,76
40,46,46,46,46,46,46,46,46,46,46,46,46,43,2,2,2,2,2,38,38,2,2,2,109,108,108,108,108,108,74,74,108,108,108,108,108,110,2,2,2,2,2,2,2,38,38,157,157,157,157,157,157,157,157,157,157,157,76,76
45,53,39,53,39,53,39,53,39,53,39,39,39,47,2,2,2,2,2,38,38,2,2,2,106,74,74,74,74,74,74,74,74,74,74,74,74,107,2,2,2,2,2,2,2,38,38,157,157,157,157,157,157,157,157,157,157,157,76,76
45,54,39,54,39,54,39,54,39,54,39,39,39,47,2,2,2,2,2,38,38,2,2,2,106,241,0,0,241,74,74,74,74,241,1,1,241,107,2,2,2,2,2,2,2,38,38,38,38,38,38,38,38,38,56,56,157,157,76,76
45,54,39,54,39,54,39,54,39,54,39,39,50,47,2,2,2,2,2,38,38,2,2,2,106,241,0,0,241,74,74,74,74,241,1,1,241,107,2,2,2,2,2,2,2,38,38,38,38,38,38,38,38,38,56,56,157,157,76,76
45,52,39,52,39,52,39,52,39,52,39,39,51,47,2,2,2,2,2,38,38,2,2,2,106,241,0,0,241,74,74,223,74,241,1,1,241,107,2,2,2,2,2,2,2,38,38,157,157,137,137,157,157,157,157,157,157,157,76,76
45,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,2,2,2,106,241,0,0,241,74,74,74,74,241,1,1,241,107,2,2,2,2,2,2,2,38,38,157,157,137,137,157,157,157,157,157,157,157,76,76
45,53,39,53,39,53,39,53,39,53,39,39,39,39,38,38,38,38,38,38,38,2,2,2,106,241,0,0,241,74,74,74,74,241,1,1,241,107,2,2,2,2,2,2,2,38,38,157,157,137,137,157,157,157,176,177,177,178,76,76
45,54,39,54,39,54,39,54,39,54,39,39,39,47,2,2,38,38,2,38,38,2,2,2,106,241,0,0,241,74,223,74,74,241,1,1,241,107,2,2,2,2,2,2,2,38,38,157,157,137,137,157,157,157,137,137,137,137,76,76
45,54,39,54,39,54,39,54,39,54,39,39,39,47,2,2,38,38,2,38,38,2,2,2,106,241,0,0,241,74,74,74,74,241,1,1,241,107,2,2,2,2,2,2,2,38,38,157,157,137,137,137,137,137,137,137,137,137,76,76
45,52,39,52,39,52,39,52,39,52,39,39,53,47,2,2,38,38,2,38,38,2,2,2,106,241,0,0,241,74,74,74,74,241,1,1,241,107,2,2,2,2,2,2,2,38,38,157,157,137,137,137,137,137,179,180,180,181,76,76
41,44,44,44,44,44,44,44,44,44,44,44,44,42,2,2,38,38,2,38,38,2,2,2,106,74,74,74,74,74,74,74,74,74,74,74,74,107,2,2,2,2,2,2,2,38,38,157,157,157,157,157,157,157,157,157,157,157,76,76
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38,38,2,38,38,2,2,2,112,115,115,115,115,115,115,74,74,74,115,115,115,111,2,2,2,2,2,2,2,38,38,157,157,157,157,157,157,157,157,157,157,157,76,76
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38,38,2,38,38,2,2,2,2,2,2,2,2,2,2,38,38,38,2,2,2,2,2,2,2,2,2,2,2,38,38,2,2,2,2,2,2,2,2,2,2,2,76,76
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38,38,2,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2,2,2,2,2,2,2,2,2,2,2,76,76
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38,38,2,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2,2,2,2,2,2,2,2,2,2,2,76,76
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,38,38,55,2,2,2,2,2,2,2,2,2,2,2,19,38,38,38,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,65,61,61,61,61,61,61,61,63,61,61,61,61,61,61,61,66,55,2,2,2,2,2,2,2,2,2,2,2,20,38,38,38,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,59,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,58,55,2,2,2,2,2,2,2,2,2,2,2,20,38,38,38,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,59,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,58,55,2,2,2,2,2,2,2,2,2,2,2,20,38,38,38,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,59,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,58,55,2,2,2,2,2,2,2,2,2,2,2,20,38,38,38,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,72,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,68,55,2,2,2,2,2,2,2,2,2,2,2,20,38,38,38,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,73,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,69,55,2,2,2,2,2,2,2,2,2,2,2,20,38,38,38,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,73,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,69,55,2,2,2,2,2,2,2,2,2,2,2,3,4,5,6,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,71,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,70,55,2,2,2,2,2,2,2,2,2,2,2,8,9,10,11,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,76,76
55,59,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,58,55,139,139,139,139,139,139,139,139,139,139,139,13,14,15,16,17,139,139,139,139,139,139,139,139,139,139,139,139,75,83,83,83,83,83,83,83,83,129,83,76,76
55,59,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,58,55,139,139,139,139,139,139,139,139,139,139,139,139,160,160,160,139,139,139,139,139,139,139,139,139,139,139,139,139,75,75,75,96,96,96,96,96,75,75,75,76,76
55,59,56,56,56,56,56,56,56,57,56,56,56,56,56,56,56,58,55,139,76,92,92,93,92,92,93,92,92,93,92,94,94,94,92,92,95,92,92,95,92,92,95,92,92,139,139,75,75,81,97,97,97,97,97,82,75,75,76,76
55,67,62,62,62,62,62,62,62,60,62,62,62,62,62,62,62,64,55,139,76,80,216,75,79,80,75,129,79,80,75,216,79,80,75,129,79,80,216,140,79,80,75,129,79,139,139,75,75,81,97,97,97,97,124,75,75,75,76,76
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,139,76,82,75,75,81,82,75,217,81,82,75,75,81,82,75,217,81,82,75,75,81,82,75,217,81,139,139,75,75,126,127,127,128,97,97,82,75,75,76,76
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,76,130,75,75,81,82,75,75,81,130,75,75,81,82,75,75,81,130,75,75,81,82,75,75,81,139,139,75,75,75,83,83,83,83,83,75,75,75,76,76
141,141,141,141,141,141,141,141,141,141,141,141,141,131,132,133,141,141,141,141,76,82,75,75,81,82,75,75,81,82,75,75,81,82,75,75,81,82,75,75,81,82,75,75,81,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
141,141,141,141,141,141,141,141,141,141,141,141,141,134,135,136,141,141,141,141,76,82,75,75,81,82,75,75,81,82,75,75,81,82,75,75,81,82,75,75,81,82,75,75,81,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,76,84,96,96,85,84,96,96,85,84,75,96,85,84,96,96,85,84,96,96,85,84,96,96,85,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
141,141,141,141,141,141,141,141,141,141,141,233,234,235,236,237,238,239,141,141,76,131,132,133,227,131,132,133,228,131,132,133,229,131,132,133,230,131,132,133,231,131,132,133,232,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
}

collision {
(0,1920),(0,0),(1920,0),(1920,1920),(0,1920)
(1280,192),(1088,192),(1088,320),(1024,320),(1024,316),(1084,316),(1084,188),(1276,188),(1280,32),(1280,64),(1280,192)
(832,0),(1280,0),(832,0),(836,188),(1028,188),(1028,284),(1024,284),(1024,192),(832,192),(832,0)
(1248,0),(1248,0)
(0,864),(448,864),(0,864)
(0,512),(0,864),(0,512)
(0,512),(448,512),(0,512)
(448,512),(448,672),(448,512)
(448,736),(448,864),(448,736)
(0,1600),(0,864),(0,1600)
(1280,0),(1272,0),(1280,0)
(1280,32),(1280,0),(1280,32)
(960,1568),(672,1568),(960,1568)
(1440,1568),(992,1568),(1440,1568)
(1440,1376),(1440,1568),(1440,1376)
(1376,1376),(1440,1376),(1376,1376)
(1376,1384),(1376,1376),(1376,1384)
(1432,1384),(1376,1384),(1432,1384)
(1432,1560),(1432,1384),(1432,1560)
(1320,1560),(1432,1560),(1320,1560)
(1320,1384),(1320,1560),(1320,1384)
(1344,1384),(1344,1384),(1320,1384),(1344,1384)
(1344,1376),(1344,1384),(1344,1376)
(1280,1376),(1344,1376),(1280,1376)
(1280,1376),(1280,1384),(1280,1376),(1280,1376)
(1304,1384),(1280,1384),(1304,1384)
(1304,1560),(1304,1384),(1304,1560)
(1192,1560),(1304,1560),(1192,1560)
(1192,1384),(1192,1560),(1192,1384)
(1248,1384),(1192,1384),(1248,1384)
(1248,1376),(1248,1384),(1248,1376)
(1120,1376),(1248,1376),(1120,1376)
(1120,1384),(1120,1376),(1120,1384)
(1176,1384),(1120,1384),(1176,1384)
(1176,1560),(1176,1384),(1176,1560)
(1064,1560),(1176,1560),(1064,1560)
(1064,1384),(1064,1560),(1064,1384)
(1088,1384),(1064,1384),(1088,1384)
(1088,1376),(1088,1384),(1088,1376)
(992,1376),(1088,1376),(992,1376)
(992,1384),(992,1376),(992,1384)
(1048,1384),(992,1384),(1048,1384)
(936,1384),(936,1560),(936,1384)
(960,1384),(936,1384),(960,1384)
(960,1376),(960,1384),(960,1376)
(864,1376),(960,1376),(864,1376)
(864,1384),(864,1376),(864,1384)
(864,1376),(864,1376)
(920,1384),(864,1384),(920,1384)
(920,1560),(920,1384),(920,1560)
(808,1560),(920,1560),(808,1560)
(808,1384),(808,1560),(808,1384)
(832,1384),(808,1384),(832,1384)
(832,1376),(832,1384),(832,1376)
(768,1376),(832,1376),(768,1376)
(768,1384),(768,1376),(768,1384)
(792,1384),(768,1384),(792,1384)
(792,1560),(792,1384),(792,1560)
(680,1560),(792,1560),(680,1560)
(680,1384),(680,1560),(680,1384)
(736,1384),(680,1384),(736,1384)
(736,1376),(736,1384),(736,1376)
(672,1376),(736,1376),(672,1376)
(672,1568),(672,1376),(672,1568)
(640,1344),(672,1344),(640,1344)
(640,1440),(640,1344),(640,1440)
(1856,960),(1856,1216),(1856,960)
(1856,64),(1856,704),(1856,64)
(1920,0),(1920,0)
(1535,0),(1920,0),(1535,0)
(1752,64),(1752,64)
(1536,64),(1752,64),(1536,64)
(1504,64),(1536,64),(1504,64)
(1280,64),(1536,0),(1280,64)
(1536,0),(1288,0),(1536,0)
(1280,32),(1288,32),(1280,32)
(1280,64),(1344,64),(1280,64)
(1856,64),(1344,64),(1856,64)
(1856,960),(1856,704),(1856,960)
(1854,1601),(1856,1200),(1854,1601)
(1536,0),(1536,0)
(1888,1600),(1216,1600),(1888,1600)
(960,1560),(936,1560),(960,1560)
(960,1560),(960,1568),(960,1560)
(992,1560),(992,1568),(992,1560)
(1048,1560),(992,1560),(1048,1560)
(1048,1384),(1048,1560),(1048,1384)
(440,672),(448,672),(440,672)
(440,520),(440,672),(440,520)
(8,520),(440,520),(8,520)
(8,864),(8,520),(8,864)
(440,856),(36,856),(440,856)
(440,736),(440,856),(440,736)
(448,736),(440,736),(448,736)
(1920,1600),(0,1600),(1920,1600)
(1920,0),(1920,1600),(1920,0)
(0,0),(1920,0),(0,0)
(0,1600),(0,0),(0,1600)
(1632,1504),(1440,1536),(1632,1504)
(1472,1504),(1472,1472),(1472,1504)
(1796,1549),(1733,1526),(1504,1600),(1796,1549)
(672,1600),(608,1440),(640,1440),(672,1600)
(544,1440),(480,1568),(288,1568),(0,1440),(544,1440)
(832,0),(416,0),(416,192),(832,192),(832,0)
(1760,1344),(1760,1376),(1760,1344),(1600,1344),(1600,1408),(1600,1344),(1760,1344)
(1760,1440),(1568,1440),(1568,1440),(1760,1440),(1760,1408),(1760,1440)
(1688,1408),(1600,1408),(1572,1408),(1688,1408)
(1536,1280),(1856,1280),(1536,1280)
(1504,576),(1792,576),(1792,640),(1632,640),(1632,768),(1728,768),(1728,704),(1856,704),(1856,512),(1504,512),(1504,576)
(1504,896),(1856,896),(1856,832),(1568,832),(1568,640),(1504,640),(1504,896)
(1632,1568),(1863,1595),(1632,1568)
(1120,160),(1120,128),(1088,128),(1088,160),(1120,160)
}

collisionPeople {
(1024,516),(1212,516),(1212,892),(1088,892),(1088,896),(1216,896),(1216,512),(1024,512),(1024,516)
(960,516),(772,516),(772,892),(992,892),(992,896),(768,896),(768,512),(960,512),(960,516)
(576,1280),(544,1280),(576,1280)
(544,1152),(576,1152),(544,1152)
(576,1280),(576,1152),(576,1280)
(32,1280),(64,1280),(32,1280)
(32,1152),(32,1280),(32,1152)
(64,1152),(32,1152),(64,1152)
(1024,160),(1024,184),(1024,160)
(1088,160),(1088,184),(1088,160)
(672,1344),(672,1376),(672,1344)
(992,1344),(672,1344),(992,1344)
(1440,1344),(1088,1344),(1440,1344)
(1440,1376),(1440,1344),(1440,1376)
(1088,1312),(1088,1344),(1088,1312)
(832,1280),(992,1280),(992,1344),(832,1280)
(184,192),(40,192),(184,192)
(184,224),(40,224),(184,224)
(184,288),(40,288),(184,288)
(184,320),(40,320),(184,320)
(360,56),(56,56),(360,56)
(360,192),(360,56),(360,192)
(360,288),(360,224),(360,288)
(360,456),(360,320),(360,456)
(56,456),(360,456),(56,456)
(56,320),(56,456),(56,320)
(56,224),(56,288),(56,224)
(56,56),(56,192),(56,56)
(352,64),(64,64),(352,64)
(352,192),(352,64),(352,192)
(352,288),(352,224),(352,288)
(352,448),(352,320),(352,448)
(64,448),(352,448),(64,448)
(64,320),(64,448),(64,320)
(64,224),(64,288),(64,224)
(64,64),(64,192),(64,64)
(512,992),(0,992),(512,992)
(512,1024),(512,992),(512,1024)
(32,1024),(512,1024),(32,1024)
(32,1408),(32,1024),(32,1408)
(576,1408),(32,1408),(576,1408)
(576,992),(576,1408),(576,992)
(608,992),(576,992),(608,992)
(608,1408),(608,992),(608,1408)
(0,1024),(0,1440),(0,1024)
(1855,1472),(1440,1472),(1855,1472)
(1004,176),(1004,184),(996,180),(1012,180),(1004,176)
(1012,168),(996,168),(1012,168)
(1004,140),(1012,144),(1000,144),(1004,140)
(1268,144),(1256,144),(1268,144)
(1260,140),(1260,140)
(800,1280),(608,1280),(800,1280)
(1440,1344),(1504,1472),(1504,1280),(1088,1280),(1088,1312),(1440,1344)
(32,544),(32,672),(64,672),(32,672),(32,544),(64,544),(32,544)
(96,544),(128,544),(96,544)
(96,672),(96,672),(96,544),(96,672)
(128,672),(96,672),(128,672)
(192,672),(160,672),(192,672)
(256,672),(224,672),(256,672)
(320,672),(288,672),(320,672)
(192,544),(160,544),(192,544)
(256,544),(224,544),(256,544)
(320,544),(288,544),(320,544)
(64,704),(32,704),(64,704)
(128,704),(96,704),(128,704)
(192,704),(160,704),(192,704)
(256,704),(224,704),(256,704)
(320,704),(288,704),(320,704)
(288,832),(320,832),(288,832)
(224,832),(256,832),(224,832)
(160,832),(192,832),(160,832)
(96,832),(128,832),(96,832)
(32,832),(64,832),(32,832)
(32,704),(32,832),(32,704)
(96,832),(96,704),(96,832)
(160,832),(160,704),(160,832)
(224,832),(224,704),(224,832)
(288,832),(288,704),(288,832)
(288,672),(288,544),(288,672)
(224,672),(224,544),(224,672)
(160,672),(160,544),(160,672)
(384,800),(384,832),(384,800)
(384,800),(416,800),(384,800)
(416,608),(384,608),(416,608)
(416,672),(416,608),(416,672)
(384,672),(416,672),(384,672)
}

buyzones {
(1,64,1408,32,1408)
(0,832,128,832,32)
(1,576,1344,608,1376)
}

spawns {
(0,912,64);(0,1008,64);(0,1072,64);(0,1152,64);(0,1232,64);(0,1184,64);(1,1392,1408);(1,1792,1408);(1,880,1408);(1,976,1464);(1,1016,1464);(1,1120,1472);(1,1216,1456);(1,1256,1456);(1,1376,1480);(1,856,1464);(1,768,1532);(1,704,1536)
}

waypoints {
(1056,112);(1056,960);(976,296);(984,480);(1600,608);(1048,912);(1040,1344);(1040,1360);(976,1360);(848,1360);(752,1360);(1114,1358);(1264,1360);(160,256);(896,960);(768,960);(640,960);(640,704);(544,896);(80,688);(288,688);(584,416);(400,704);(528,264);(408,264);(352,208);(240,200);(1248,960);(1312,480);(1472,608);(1472,960);(1064,296);(544,1056);(352,1184);(192,1344);(1600,800);(1792,800);(1760,192);(736,256);(1024,736);(1536,1184);(1524,1284)
}

guns {
(25,948,1456);(27,304,1216);(26,80,80);(4,1136,176);(4,1168,176);(4,1200,176);(4,1104,176);(6,848,176);(27,1232,176);(27,1232,176);(27,1232,176);(27,1232,176);(25,1264,176);(25,1264,176);(18,856,16);(18,888,16);(18,920,16);(18,952,16);(17,984,16);(17,1016,16);(17,1048,16);(17,1080,16);(23,1112,16);(23,1144,16);(4,1176,16);(4,1208,16);(14,1240,16);(27,80,432);(6,608,1536);(8,880,176);(7,912,176);(24,944,176);(27,1840,720);(27,1840,816);(27,400,816);(4,692,1456);(9,1835,1507)
}
